Arbitro,fecha,Estadio,Ciudad,Temporada,Ronda,Equipo de casa,Equipo visita,home_win,away_win,home_goals,away_goals,home_goals_half_time,away_goals_half_time,home_goals_fulltime,away_goals_fulltime,home_goals_extra_time,away_goals_extratime,home_goals_penalty,away_goals_penalty
,2018-04-21T00:00:00+00:00,Estadio Cuauhtémoc (Puebla),,2017,Clausura - 16,Puebla,Club America,True,False,3.0,1.0,1.0,0.0,3.0,1.0,,,,
,2018-04-21T02:00:00+00:00,Estadio Jalisco (Guadalajara),,2017,Clausura - 16,Atlas,Guadalajara Chivas,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
,2018-04-21T22:00:00+00:00,Estadio Azul (Ciudad de México (D.F.)),,2017,Clausura - 16,Cruz Azul,Monarcas,True,False,2.0,0.0,2.0,0.0,2.0,0.0,,,,
,2018-04-21T22:00:00+00:00,Estadio La Corregidora (Santiago de Querétaro),,2017,Clausura - 16,Club Queretaro,Pachuca,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
,2018-04-22T00:00:00+00:00,Estadio BBVA Bancomer (Guadalupe),,2017,Clausura - 16,Monterrey,Lobos Buap,True,False,4.0,0.0,1.0,0.0,4.0,0.0,,,,
,2018-04-22T00:06:00+00:00,Estadio León (Nou Camp) (León de los Aldamas),,2017,Clausura - 16,Leon,Club Tijuana,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
,2018-04-22T02:00:00+00:00,Estadio Victoria de Aguascalientes (Aguascalientes),,2017,Clausura - 16,Necaxa,Tigres UANL,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
,2018-04-22T17:00:00+00:00,Estadio Nemesio Díez (Toluca de Lerdo),,2017,Clausura - 16,Toluca,Veracruz,True,False,3.0,0.0,1.0,0.0,3.0,0.0,,,,
,2018-04-22T23:00:00+00:00,Estadio Nuevo Corona (Torreón),,2017,Clausura - 16,Santos Laguna,U.N.A.M. - Pumas,False,True,1.0,2.0,0.0,2.0,1.0,2.0,,,,
,2018-04-28T00:00:00+00:00,Estadio Generalísimo José María Morelos y Pavón (Morelia),,2017,Clausura - 17,Monarcas,Necaxa,,,2.0,2.0,1.0,1.0,2.0,2.0,,,,
,2018-04-28T02:00:00+00:00,Estadio Caliente (Tijuana),,2017,Clausura - 17,Club Tijuana,Toluca,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
,2018-04-28T22:00:00+00:00,Estadio Universitario BUAP (Puebla),,2017,Clausura - 17,Lobos Buap,Puebla,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
,2018-04-29T00:00:00+00:00,Estadio Universitario de Nuevo León (San Nicolás de los Garza),,2017,Clausura - 17,Tigres UANL,Monterrey,,,2.0,2.0,1.0,1.0,2.0,2.0,,,,
,2018-04-29T00:06:00+00:00,Estadio Hidalgo (Pachuca de Soto),,2017,Clausura - 17,Pachuca,Atlas,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
,2018-04-29T02:00:00+00:00,Estadio Azteca (Ciudad de México (D.F.)),,2017,Clausura - 17,Club America,Santos Laguna,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
,2018-04-29T02:06:00+00:00,Estadio AKRON (Zapopan),,2017,Clausura - 17,Guadalajara Chivas,Leon,False,True,0.0,2.0,0.0,1.0,0.0,2.0,,,,
,2018-04-29T17:00:00+00:00,Estadio Olímpico de Universitario (Ciudad de México (D.F.)),,2017,Clausura - 17,U.N.A.M. - Pumas,Club Queretaro,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
,2018-04-29T23:00:00+00:00,Estadio Luis de la Fuente (Veracruz),,2017,Clausura - 17,Veracruz,Cruz Azul,False,True,1.0,2.0,0.0,1.0,1.0,2.0,,,,
"Marco Antonio Ortiz Nava, Mexico",2017-07-22T00:00:00+00:00,Estadio Jose Maria Morelos y Pavon,Morelia,2017,Apertura - 1,Monarcas,Monterrey,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
"Roberto Garcia Orozco, Mexico",2017-07-22T02:00:00+00:00,Estadio Caliente,Tijuana,2017,Apertura - 1,Club Tijuana,Cruz Azul,False,True,0.0,2.0,0.0,1.0,0.0,2.0,,,,
"Erick Yair Miranda Galindo, Mexico",2017-07-22T22:00:00+00:00,Estadio Universitario BUAP,Puebla,2017,Apertura - 1,Lobos Buap,Santos Laguna,,,2.0,2.0,2.0,2.0,2.0,2.0,,,,
"Oscar Macias, Mexico",2017-07-22T22:00:00+00:00,Estadio Azteca,Mexico City,2017,Apertura - 1,Club America,Club Queretaro,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
"Jorge Antonio Perez Duran, Mexico",2017-07-23T00:00:00+00:00,Estadio Universitario (UANL),Monterrey,2017,Apertura - 1,Tigres UANL,Puebla,True,False,5.0,0.0,3.0,0.0,5.0,0.0,,,,
"Jose Penaloza, Mexico",2017-07-23T00:06:00+00:00,Estadio Leon,Leon,2017,Apertura - 1,Leon,Atlas,False,True,0.0,3.0,0.0,1.0,0.0,3.0,,,,
"Jorge Isaac Rojas Castillo, Mexico",2017-07-23T02:06:00+00:00,Estadio Akron,Guadalajara,2017,Apertura - 1,Guadalajara Chivas,Toluca,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
"Diego Montano, Mexico",2017-07-23T17:00:00+00:00,Estadio Olimpico Universitario,Mexico City,2017,Apertura - 1,U.N.A.M. - Pumas,Pachuca,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
"Paul Enrique Delgadillo Haro, Mexico",2017-07-23T23:49:00+00:00,Estadio Luis Pirata Fuente,Veracruz,2017,Apertura - 1,Veracruz,Necaxa,False,True,0.0,2.0,0.0,2.0,0.0,2.0,,,,
"Oscar Macias, Mexico",2017-07-29T00:00:00+00:00,Estadio Cuauhtemoc,Puebla,2017,Apertura - 2,Puebla,Monarcas,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
"Eduardo Galvan Basulto, Mexico",2017-07-29T02:00:00+00:00,Estadio Jalisco,Guadalajara,2017,Apertura - 2,Atlas,U.N.A.M. - Pumas,True,False,2.0,1.0,1.0,1.0,2.0,1.0,,,,
"Fernando Hernandez, Mexico",2017-07-29T22:00:00+00:00,Estadio La Corregidora,Santiago de Queretaro,2017,Apertura - 2,Club Queretaro,Lobos Buap,False,True,0.0,4.0,0.0,1.0,0.0,4.0,,,,
"Fernando Guerrero Ramirez, Mexico",2017-07-29T22:00:00+00:00,Estadio Azul,Mexico City,2017,Apertura - 2,Cruz Azul,Guadalajara Chivas,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
"Jorge Isaac Rojas Castillo, Mexico",2017-07-30T00:00:00+00:00,Estadio BBVA Bancomer,Monterrey,2017,Apertura - 2,Monterrey,Veracruz,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
"Cesar Arturo Ramos Palazuelos, Mexico",2017-07-30T00:06:00+00:00,Estadio Miguel Hidalgo,Pachuca de Soto,2017,Apertura - 2,Pachuca,Club America,False,True,0.0,2.0,0.0,1.0,0.0,2.0,,,,
"Luis Santander, Mexico",2017-07-30T02:00:00+00:00,Estadio Victoria,Aguascalientes,2017,Apertura - 2,Necaxa,Club Tijuana,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
"Marco Antonio Ortiz Nava, Mexico",2017-07-30T17:00:00+00:00,Estadio Nemesio Diez,Toluca,2017,Apertura - 2,Toluca,Leon,True,False,3.0,1.0,2.0,0.0,3.0,1.0,,,,
"Roberto Garcia Orozco, Mexico",2017-07-30T23:30:00+00:00,Estadio TSM Corona,Torreon,2017,Apertura - 2,Santos Laguna,Tigres UANL,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
"Luis Santander, Mexico",2017-08-05T00:00:00+00:00,Estadio Jose Maria Morelos y Pavon,Morelia,2017,Apertura - 3,Monarcas,Santos Laguna,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
"Fernando Guerrero Ramirez, Mexico",2017-08-05T02:00:00+00:00,Estadio Caliente,Tijuana,2017,Apertura - 3,Club Tijuana,Monterrey,False,True,0.0,3.0,0.0,1.0,0.0,3.0,,,,
"Roberto Rios Jacome, Mexico",2017-08-05T22:00:00+00:00,Estadio Universitario BUAP,Puebla,2017,Apertura - 3,Lobos Buap,Pachuca,True,False,3.0,2.0,0.0,0.0,3.0,2.0,,,,
"Francisco Chacon Gutierrez, Mexico",2017-08-06T00:00:00+00:00,Estadio Universitario (UANL),Monterrey,2017,Apertura - 3,Tigres UANL,Club Queretaro,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
"Paul Enrique Delgadillo Haro, Mexico",2017-08-06T00:06:00+00:00,Estadio Leon,Leon,2017,Apertura - 3,Leon,Cruz Azul,,,2.0,2.0,1.0,1.0,2.0,2.0,,,,
"Erick Yair Miranda Galindo, Mexico",2017-08-06T02:00:00+00:00,Estadio Azteca,Mexico City,2017,Apertura - 3,Club America,U.N.A.M. - Pumas,True,False,2.0,1.0,1.0,1.0,2.0,1.0,,,,
"Marco Antonio Ortiz Nava, Mexico",2017-08-06T02:06:00+00:00,Estadio Akron,Guadalajara,2017,Apertura - 3,Guadalajara Chivas,Necaxa,,,2.0,2.0,2.0,2.0,2.0,2.0,,,,
"Jorge Antonio Perez Duran, Mexico",2017-08-06T17:00:00+00:00,Estadio Nemesio Diez,Toluca,2017,Apertura - 3,Toluca,Atlas,True,False,3.0,2.0,1.0,1.0,3.0,2.0,,,,
"Jose Penaloza, Mexico",2017-08-06T23:30:00+00:00,Estadio Luis Pirata Fuente,Veracruz,2017,Apertura - 3,Veracruz,Puebla,True,False,2.0,0.0,2.0,0.0,2.0,0.0,,,,
"Adonai Escobedo Gonzalez, Mexico",2017-08-12T00:00:00+00:00,Estadio Cuauhtemoc,Puebla,2017,Apertura - 4,Puebla,Club Tijuana,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
"Fernando Guerrero Ramirez, Mexico",2017-08-12T02:00:00+00:00,Estadio Jalisco,Guadalajara,2017,Apertura - 4,Atlas,Club America,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
"Paul Enrique Delgadillo Haro, Mexico",2017-08-12T22:00:00+00:00,Estadio La Corregidora,Santiago de Queretaro,2017,Apertura - 4,Club Queretaro,Monarcas,True,False,2.0,1.0,0.0,0.0,2.0,1.0,,,,
"Luis Santander, Mexico",2017-08-12T22:00:00+00:00,Estadio Azul,Mexico City,2017,Apertura - 4,Cruz Azul,Toluca,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
"Roberto Garcia Orozco, Mexico",2017-08-13T00:00:00+00:00,Estadio BBVA Bancomer,Monterrey,2017,Apertura - 4,Monterrey,Guadalajara Chivas,True,False,4.0,1.0,1.0,1.0,4.0,1.0,,,,
"Jose Penaloza, Mexico",2017-08-13T00:06:00+00:00,Estadio Miguel Hidalgo,Pachuca de Soto,2017,Apertura - 4,Pachuca,Tigres UANL,True,False,2.0,1.0,1.0,1.0,2.0,1.0,,,,
"Jorge Isaac Rojas Castillo, Mexico",2017-08-13T02:00:00+00:00,Estadio Victoria,Aguascalientes,2017,Apertura - 4,Necaxa,Leon,False,True,0.0,3.0,0.0,0.0,0.0,3.0,,,,
"Oscar Macias, Mexico",2017-08-13T17:00:00+00:00,Estadio Olimpico Universitario,Mexico City,2017,Apertura - 4,U.N.A.M. - Pumas,Lobos Buap,True,False,2.0,0.0,0.0,0.0,2.0,0.0,,,,
"Francisco Chacon Gutierrez, Mexico",2017-08-13T23:30:00+00:00,Estadio TSM Corona,Torreon,2017,Apertura - 4,Santos Laguna,Veracruz,False,True,2.0,3.0,0.0,1.0,2.0,3.0,,,,
"Adonai Escobedo Gonzalez, Mexico",2017-08-19T00:00:00+00:00,Estadio Jose Maria Morelos y Pavon,Morelia,2017,Apertura - 5,Monarcas,Pachuca,False,True,1.0,2.0,1.0,2.0,1.0,2.0,,,,
"Diego Montano, Mexico",2017-08-19T02:00:00+00:00,Estadio Caliente,Tijuana,2017,Apertura - 5,Club Tijuana,Santos Laguna,True,False,2.0,0.0,2.0,0.0,2.0,0.0,,,,
"Roberto Garcia Orozco, Mexico",2017-08-19T22:00:00+00:00,Estadio Universitario BUAP,Puebla,2017,Apertura - 5,Lobos Buap,Club America,False,True,2.0,3.0,2.0,2.0,2.0,3.0,,,,
"Oscar Macias, Mexico",2017-08-19T22:00:00+00:00,Estadio Azul,Mexico City,2017,Apertura - 5,Cruz Azul,Atlas,True,False,2.0,1.0,2.0,0.0,2.0,1.0,,,,
"Fernando Guerrero Ramirez, Mexico",2017-08-20T00:00:00+00:00,Estadio Universitario (UANL),Monterrey,2017,Apertura - 5,Tigres UANL,U.N.A.M. - Pumas,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
"Cesar Arturo Ramos Palazuelos, Mexico",2017-08-20T00:00:00+00:00,Estadio Luis Pirata Fuente,Veracruz,2017,Apertura - 5,Veracruz,Club Queretaro,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
"Francisco Chacon Gutierrez, Mexico",2017-08-20T00:06:00+00:00,Estadio Leon,Leon,2017,Apertura - 5,Leon,Monterrey,False,True,1.0,2.0,0.0,2.0,1.0,2.0,,,,
"Roberto Rios Jacome, Mexico",2017-08-20T02:06:00+00:00,Estadio Akron,Guadalajara,2017,Apertura - 5,Guadalajara Chivas,Puebla,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
"Jose Penaloza, Mexico",2017-08-20T17:00:00+00:00,Estadio Nemesio Diez,Toluca,2017,Apertura - 5,Toluca,Necaxa,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
"Erick Yair Miranda Galindo, Mexico",2017-08-23T00:06:00+00:00,Estadio Miguel Hidalgo,Pachuca de Soto,2017,Apertura - 6,Pachuca,Veracruz,True,False,4.0,1.0,2.0,0.0,4.0,1.0,,,,
"Adonai Escobedo Gonzalez, Mexico",2017-08-23T01:30:00+00:00,Estadio Jalisco,Guadalajara,2017,Apertura - 6,Atlas,Lobos Buap,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
"Fernando Hernandez, Mexico",2017-08-23T02:00:00+00:00,Estadio Olimpico Universitario,Mexico City,2017,Apertura - 6,U.N.A.M. - Pumas,Monarcas,False,True,1.0,2.0,0.0,0.0,1.0,2.0,,,,
"Jorge Isaac Rojas Castillo, Mexico",2017-08-23T02:00:00+00:00,Estadio La Corregidora,Santiago de Queretaro,2017,Apertura - 6,Club Queretaro,Club Tijuana,False,True,1.0,3.0,0.0,2.0,1.0,3.0,,,,
"Marco Antonio Ortiz Nava, Mexico",2017-08-24T00:00:00+00:00,Estadio Azteca,Mexico City,2017,Apertura - 6,Club America,Tigres UANL,,,2.0,2.0,1.0,1.0,2.0,2.0,,,,
"Jorge Antonio Perez Duran, Mexico",2017-08-24T01:00:00+00:00,Estadio Cuauhtemoc,Puebla,2017,Apertura - 6,Puebla,Leon,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
"Cesar Arturo Ramos Palazuelos, Mexico",2017-08-24T01:30:00+00:00,Estadio TSM Corona,Torreon,2017,Apertura - 6,Santos Laguna,Guadalajara Chivas,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
"Paul Enrique Delgadillo Haro, Mexico",2017-08-24T02:00:00+00:00,Estadio BBVA Bancomer,Monterrey,2017,Apertura - 6,Monterrey,Toluca,True,False,4.0,1.0,2.0,0.0,4.0,1.0,,,,
"Francisco Chacon Gutierrez, Mexico",2017-08-24T02:00:00+00:00,Estadio Victoria,Aguascalientes,2017,Apertura - 6,Necaxa,Cruz Azul,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
"Roberto Garcia Orozco, Mexico",2017-08-26T02:00:00+00:00,Estadio Caliente,Tijuana,2017,Apertura - 7,Club Tijuana,Pachuca,True,False,2.0,1.0,1.0,0.0,2.0,1.0,,,,
"Jose Penaloza, Mexico",2017-08-26T22:00:00+00:00,Estadio Azul,Mexico City,2017,Apertura - 7,Cruz Azul,Monterrey,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
"Jorge Isaac Rojas Castillo, Mexico",2017-08-27T00:00:00+00:00,Estadio Universitario (UANL),Monterrey,2017,Apertura - 7,Tigres UANL,Lobos Buap,True,False,3.0,2.0,1.0,1.0,3.0,2.0,,,,
"Marco Antonio Ortiz Nava, Mexico",2017-08-27T00:06:00+00:00,Estadio Leon,Leon,2017,Apertura - 7,Leon,Santos Laguna,False,True,1.0,2.0,0.0,2.0,1.0,2.0,,,,
"Jorge Antonio Perez Duran, Mexico",2017-08-27T01:00:00+00:00,Estadio Jose Maria Morelos y Pavon,Morelia,2017,Apertura - 7,Monarcas,Club America,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
"Paul Enrique Delgadillo Haro, Mexico",2017-08-27T02:00:00+00:00,Estadio Victoria,Aguascalientes,2017,Apertura - 7,Necaxa,Atlas,True,False,2.0,1.0,1.0,1.0,2.0,1.0,,,,
"Fernando Guerrero Ramirez, Mexico",2017-08-27T02:06:00+00:00,Estadio Akron,Guadalajara,2017,Apertura - 7,Guadalajara Chivas,Club Queretaro,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
"Oscar Macias, Mexico",2017-08-27T17:00:00+00:00,Estadio Nemesio Diez,Toluca,2017,Apertura - 7,Toluca,Puebla,True,False,2.0,1.0,0.0,1.0,2.0,1.0,,,,
"Luis Santander, Mexico",2017-08-27T23:05:00+00:00,Estadio Luis Pirata Fuente,Veracruz,2017,Apertura - 7,Veracruz,U.N.A.M. - Pumas,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
"Erick Yair Miranda Galindo, Mexico",2017-09-09T00:00:00+00:00,Estadio Cuauhtemoc,Puebla,2017,Apertura - 8,Puebla,Cruz Azul,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
"Luis Santander, Mexico",2017-09-09T22:00:00+00:00,Estadio Universitario BUAP,Puebla,2017,Apertura - 8,Lobos Buap,Monarcas,False,True,1.0,3.0,0.0,3.0,1.0,3.0,,,,
"Oscar Macias, Mexico",2017-09-09T22:00:00+00:00,Estadio La Corregidora,Santiago de Queretaro,2017,Apertura - 8,Club Queretaro,Leon,False,True,1.0,2.0,0.0,1.0,1.0,2.0,,,,
"Jorge Antonio Perez Duran, Mexico",2017-09-10T00:00:00+00:00,Estadio BBVA Bancomer,Monterrey,2017,Apertura - 8,Monterrey,Necaxa,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
"Paul Enrique Delgadillo Haro, Mexico",2017-09-10T00:06:00+00:00,Estadio Miguel Hidalgo,Pachuca de Soto,2017,Apertura - 8,Pachuca,Guadalajara Chivas,False,True,1.0,3.0,0.0,3.0,1.0,3.0,,,,
"Jose Penaloza, Mexico",2017-09-10T02:00:00+00:00,Estadio Azteca,Mexico City,2017,Apertura - 8,Club America,Veracruz,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
"Francisco Chacon Gutierrez, Mexico",2017-09-10T17:00:00+00:00,Estadio Olimpico Universitario,Mexico City,2017,Apertura - 8,U.N.A.M. - Pumas,Club Tijuana,False,True,0.0,2.0,0.0,0.0,0.0,2.0,,,,
"Fernando Guerrero Ramirez, Mexico",2017-09-10T23:30:00+00:00,Estadio TSM Corona,Torreon,2017,Apertura - 8,Santos Laguna,Toluca,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
"Paul Enrique Delgadillo Haro, Mexico",2017-11-02T03:00:00+00:00,Estadio Jalisco,Guadalajara,2017,Apertura - 8,Atlas,Tigres UANL,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
"Paul Enrique Delgadillo Haro, Mexico",2017-09-16T00:00:00+00:00,Estadio Jose Maria Morelos y Pavon,Morelia,2017,Apertura - 9,Monarcas,Tigres UANL,,,3.0,3.0,1.0,2.0,3.0,3.0,,,,
"Luis Santander, Mexico",2017-09-16T02:00:00+00:00,Estadio Caliente,Tijuana,2017,Apertura - 9,Club Tijuana,Club America,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
"Fernando Hernandez, Mexico",2017-09-16T22:00:00+00:00,Estadio Azul,Mexico City,2017,Apertura - 9,Cruz Azul,Santos Laguna,True,False,2.0,1.0,0.0,1.0,2.0,1.0,,,,
"Marco Antonio Ortiz Nava, Mexico",2017-09-17T00:00:00+00:00,Estadio BBVA Bancomer,Monterrey,2017,Apertura - 9,Monterrey,Atlas,True,False,2.0,1.0,1.0,1.0,2.0,1.0,,,,
"Cesar Arturo Ramos Palazuelos, Mexico",2017-09-17T00:06:00+00:00,Estadio Leon,Leon,2017,Apertura - 9,Leon,Pachuca,True,False,3.0,1.0,3.0,0.0,3.0,1.0,,,,
"Jorge Isaac Rojas Castillo, Mexico",2017-09-17T02:00:00+00:00,Estadio Victoria,Aguascalientes,2017,Apertura - 9,Necaxa,Puebla,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
"Roberto Garcia Orozco, Mexico",2017-09-17T02:06:00+00:00,Estadio Akron,Guadalajara,2017,Apertura - 9,Guadalajara Chivas,U.N.A.M. - Pumas,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
"Erick Yair Miranda Galindo, Mexico",2017-09-17T17:00:00+00:00,Estadio Nemesio Diez,Toluca,2017,Apertura - 9,Toluca,Club Queretaro,True,False,3.0,2.0,3.0,2.0,3.0,2.0,,,,
"Oscar Macias, Mexico",2017-09-17T23:30:00+00:00,Estadio Luis Pirata Fuente,Veracruz,2017,Apertura - 9,Veracruz,Lobos Buap,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
"Marco Antonio Ortiz Nava, Mexico",2017-10-18T00:00:00+00:00,Estadio Universitario BUAP,Puebla,2017,Apertura - 10,Lobos Buap,Club Tijuana,False,True,1.0,2.0,1.0,2.0,1.0,2.0,,,,
"Erick Yair Miranda Galindo, Mexico",2017-10-18T01:00:00+00:00,Estadio La Corregidora,Santiago de Queretaro,2017,Apertura - 10,Club Queretaro,Cruz Azul,False,True,1.0,2.0,1.0,1.0,1.0,2.0,,,,
"Fernando Hernandez, Mexico",2017-10-18T01:45:00+00:00,Estadio Universitario (UANL),Monterrey,2017,Apertura - 10,Tigres UANL,Veracruz,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
"Eduardo Galvan Basulto, Mexico",2017-10-18T02:00:00+00:00,Estadio Olimpico Universitario,Mexico City,2017,Apertura - 10,U.N.A.M. - Pumas,Leon,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
"Jorge Isaac Rojas Castillo, Mexico",2017-10-18T02:30:00+00:00,Estadio Jalisco,Guadalajara,2017,Apertura - 10,Atlas,Monarcas,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
"Paul Enrique Delgadillo Haro, Mexico",2017-10-19T00:00:00+00:00,Estadio TSM Corona,Torreon,2017,Apertura - 10,Santos Laguna,Necaxa,True,False,3.0,2.0,2.0,0.0,3.0,2.0,,,,
"Diego Montano, Mexico",2017-10-19T00:06:00+00:00,Estadio Miguel Hidalgo,Pachuca de Soto,2017,Apertura - 10,Pachuca,Toluca,,,2.0,2.0,0.0,1.0,2.0,2.0,,,,
"Cesar Arturo Ramos Palazuelos, Mexico",2017-10-19T02:00:00+00:00,Estadio Cuauhtemoc,Puebla,2017,Apertura - 10,Puebla,Monterrey,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
"Francisco Chacon Gutierrez, Mexico",2017-10-19T02:00:00+00:00,Estadio Azteca,Mexico City,2017,Apertura - 10,Club America,Guadalajara Chivas,True,False,2.0,1.0,0.0,0.0,2.0,1.0,,,,
"Eduardo Galvan Basulto, Mexico",2017-09-27T00:06:00+00:00,Estadio Akron,Guadalajara,2017,Apertura - 11,Guadalajara Chivas,Lobos Buap,False,True,1.0,2.0,0.0,1.0,1.0,2.0,,,,
"Francisco Chacon Gutierrez, Mexico",2017-09-27T01:00:00+00:00,Estadio Cuauhtemoc,Puebla,2017,Apertura - 11,Puebla,Atlas,False,True,1.0,2.0,1.0,1.0,1.0,2.0,,,,
"Roberto Garcia Orozco, Mexico",2017-09-27T02:30:00+00:00,Estadio Luis Pirata Fuente,Veracruz,2017,Apertura - 11,Veracruz,Monarcas,True,False,2.0,1.0,0.0,1.0,2.0,1.0,,,,
"Cesar Arturo Ramos Palazuelos, Mexico",2017-09-27T04:15:00+00:00,Estadio Caliente,Tijuana,2017,Apertura - 11,Club Tijuana,Tigres UANL,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
"Diego Montano, Mexico",2017-09-28T00:06:00+00:00,Estadio Leon,Leon,2017,Apertura - 11,Leon,Club America,True,False,2.0,1.0,0.0,0.0,2.0,1.0,,,,
"Marco Antonio Ortiz Nava, Mexico",2017-09-28T02:00:00+00:00,Estadio Nemesio Diez,Toluca,2017,Apertura - 11,Toluca,U.N.A.M. - Pumas,True,False,2.0,1.0,0.0,1.0,2.0,1.0,,,,
"Fernando Guerrero Ramirez, Mexico",2017-09-28T02:00:00+00:00,Estadio Victoria,Aguascalientes,2017,Apertura - 11,Necaxa,Club Queretaro,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
"Jorge Isaac Rojas Castillo, Mexico",2017-09-28T02:06:00+00:00,Estadio Miguel Hidalgo,Pachuca de Soto,2017,Apertura - 11,Pachuca,Cruz Azul,True,False,4.0,0.0,2.0,0.0,4.0,0.0,,,,
"Oscar Macias, Mexico",2017-11-10T03:00:00+00:00,Estadio BBVA Bancomer,Monterrey,2017,Apertura - 11,Monterrey,Santos Laguna,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
"Erick Yair Miranda Galindo, Mexico",2017-09-30T00:00:00+00:00,Estadio Jose Maria Morelos y Pavon,Morelia,2017,Apertura - 12,Monarcas,Club Tijuana,True,False,3.0,0.0,1.0,0.0,3.0,0.0,,,,
"Luis Santander, Mexico",2017-09-30T02:00:00+00:00,Estadio Jalisco,Guadalajara,2017,Apertura - 12,Atlas,Veracruz,True,False,2.0,0.0,0.0,0.0,2.0,0.0,,,,
"Jorge Isaac Rojas Castillo, Mexico",2017-09-30T22:00:00+00:00,Estadio Universitario BUAP,Puebla,2017,Apertura - 12,Lobos Buap,Leon,False,True,0.0,3.0,0.0,3.0,0.0,3.0,,,,
"Diego Montano, Mexico",2017-09-30T22:00:00+00:00,Estadio La Corregidora,Santiago de Queretaro,2017,Apertura - 12,Club Queretaro,Monterrey,,,2.0,2.0,1.0,0.0,2.0,2.0,,,,
"Fernando Guerrero Ramirez, Mexico",2017-10-01T00:00:00+00:00,Estadio Universitario (UANL),Monterrey,2017,Apertura - 12,Tigres UANL,Guadalajara Chivas,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
"Francisco Chacon Gutierrez, Mexico",2017-10-01T00:06:00+00:00,Estadio Miguel Hidalgo,Pachuca de Soto,2017,Apertura - 12,Pachuca,Necaxa,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
"Roberto Garcia Orozco, Mexico",2017-10-01T02:00:00+00:00,Estadio Nemesio Diez,Toluca,2017,Apertura - 12,Toluca,Club America,False,True,1.0,2.0,0.0,2.0,1.0,2.0,,,,
"Cesar Arturo Ramos Palazuelos, Mexico",2017-10-01T21:05:00+00:00,Estadio La Corregidora,Santiago de Queretaro,2017,Apertura - 12,U.N.A.M. - Pumas,Cruz Azul,False,True,1.0,4.0,1.0,1.0,1.0,4.0,,,,
"Marco Antonio Ortiz Nava, Mexico",2017-10-01T23:30:00+00:00,Estadio TSM Corona,Torreon,2017,Apertura - 12,Santos Laguna,Puebla,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
